,RF,pgm,pgi,gapC,zwf,rpe,WT_0_5,WT_0_7
b0548,1.074409048,0.363858479,0.25751969,1.142078884,0.863591119,1.023908288,4.087723048,2.114557908
b1605,1.724403054,1.876550455,1.338125201,1.099476935,1.292943043,2.643454061,0.973483508,0.720250508
b0079,1.374490394,1.185457535,1.647156913,1.324741546,1.424116255,1.202273853,2.664295451,3.370544344
b3095,1.368465848,1.188457138,1.802384412,1.368398582,1.356799528,2.166051683,1.934860087,2.186454102
b0713,1.388855487,1.553987188,1.983360369,1.719347321,1.616099568,1.857829634,2.082376618,3.285202678
b2796,1.320644899,2.062487715,1.40042781,2.047599874,1.685679387,0.871178566,2.284076178,2.074708471
b2472,1.665720392,1.069505964,1.201405582,0.918586492,1.165030123,2.501922574,1.162248892,1.008136453
b3149,0.734935411,0.911419629,0.578687476,0.794165976,0.756254225,0.609483744,0.861600338,0.948627241
b1504,1.171689993,1.592982272,0.728319578,0.429236099,0.951487173,1.035051537,1.53354489,1.607291873
b3289,1.434373733,1.7117594,1.106072897,1.179652084,1.186322402,1.223811117,1.786784936,1.648013335
b0376,1.519155142,2.012109571,1.476637153,1.879404133,2.230205437,2.338475449,1.36801233,1.211149339
b3130,1.572200626,1.699278639,1.268226455,2.141924031,1.718969541,1.679250997,1.06438368,1.231217183
b0625,1.580571795,1.303055651,1.418611933,0.901227334,1.3176775,3.444645851,1.03208534,0.763596407
b4391,1.343850791,1.168666256,1.441168552,1.269669834,1.336981693,1.376507131,2.067528465,1.758233517
b2169,1.527142472,1.426997995,1.518965955,1.517384059,1.800707762,2.360824835,2.023010839,1.498261703
b0869,1.316572596,1.631579479,1.546390018,3.346439149,1.699460266,1.027883682,2.030436731,1.706688743
b0601,1.611639725,1.079358142,1.182957776,1.47992061,1.364014935,1.67164373,1.510029785,0.995775343
b3280,1.070146726,1.203260775,1.10486617,1.232933481,0.941638401,1.782368339,1.322324965,1.780601858
b0602,1.208533971,1.397759799,1.388683989,1.254260162,1.259701556,1.54049863,1.24399364,1.347596589
b3930,1.199388833,1.370626906,1.969096659,1.138769927,1.716615171,1.252936161,2.027089577,2.48982832
b4398,1.574811913,1.688171175,1.324560221,1.793099543,1.576883414,1.147517654,2.037301203,1.572781607
b1822,1.298340684,1.21213267,1.489479268,1.261742318,1.060793101,1.414641387,2.292123539,3.481125337
b3343,0.741550166,1.036104691,0.77195238,0.615177348,0.779338149,0.788862482,0.545160693,1.20638608
b0523,0.402639135,1.393450088,0.664752067,0.624603304,0.365740637,1.336396466,2.212936226,0.492654784
b3549,0.665536652,0.696014328,0.805576953,0.605679834,0.739317369,0.844066613,0.733997783,0.558299332
b1414,1.589240578,1.619775269,2.044789753,1.306662828,1.711325496,1.91017801,1.13335875,0.92070992
b1329,1.836011836,1.515433085,0.91680299,1.720149692,1.916022332,1.552041947,0.970601272,0.857843747
b2568,0.841767083,0.565591877,0.770772225,0.680681343,0.601764187,0.578789578,0.818661606,1.131067003
b1344,1.282441339,1.482668564,1.870788532,2.0742436,0.988754178,1.131042706,2.140003425,2.629616055
b3492,1.372615007,1.103046535,1.489249388,1.427334472,1.582520277,0.939230652,2.298264099,2.823621716
b1715,1.437318861,1.005584009,1.817517244,1.648394347,1.455389374,1.173284626,0.822236289,1.088683234
b2808,1.190068349,1.678384815,2.120216891,1.333922783,1.381674706,1.404600172,1.383564943,1.957971085
b0879,1.674567187,1.029313695,0.824161094,1.633061449,1.25072849,1.657979624,0.990073675,0.780914292
b0379,1.915891642,5.613154229,1.002254297,0.757833245,1.183075538,1.245596583,0.414769262,0.392880393
b2249,1.206563232,1.349431153,1.254074747,1.379985492,1.383615633,1.981773844,1.785147919,1.801579593
b1249,1.547685723,1.568540577,2.119666165,1.476088422,1.520821377,1.347644217,1.727835136,1.60398664
b3031,0.532575406,0.661110145,0.633335879,0.747751532,1.158480747,0.660226076,1.318311736,0.48094578
b2273,0.195009298,0.18830277,0.243500245,0.250738962,0.230737392,0.234372934,0.28994708,0.371399142
b1233,1.028003424,1.56560989,2.319249612,1.595548645,1.632347574,0.979899599,1.684234624,3.023025519
b2517,1.553076638,1.53265138,1.393426588,1.410769802,1.390322341,0.89234037,1.464842323,1.916190322
b2636,1.117702902,1.361047176,1.168321018,0.98720477,1.106198279,1.725909699,1.081098149,1.194451243
b1510,1.785609692,1.314728413,2.476637042,1.710381582,1.584369931,1.338094266,1.258480617,0.961666969
b3784,1.405179616,1.42035729,1.547113201,1.345919666,1.147633184,1.054572317,1.657087247,1.698693059
b0160,1.521486917,1.190288165,1.474051485,1.409990131,1.295216118,2.108599825,1.53409659,1.540666261
b1247,0.300128295,0.321645093,0.277163172,0.240683559,0.49453332,0.435150656,0.53019775,0.412806795
b0214,1.229763401,1.410337999,1.659408974,1.776099344,1.646626654,1.287022045,1.794477069,2.038927983
b4397,1.290133304,1.287736836,1.613105255,1.558680189,1.198904156,1.026204124,2.513982966,1.414201396
b3869,1.31453513,1.026931076,1.199606929,1.609650422,1.010848819,1.526303584,1.464710811,3.420134507
b0528,1.077167599,1.177761626,2.709661563,1.562481189,1.774716938,1.319063669,2.05804832,2.562726775
b1461,1.510372767,1.58430453,1.241034206,1.241050485,1.620510363,1.217472164,1.472488384,0.96537038
b3064,0.555400493,0.885361695,0.895160847,0.756833845,0.869265561,0.575249878,1.040179908,1.296204826
b2316,1.298109031,1.349509307,2.189574188,1.69392197,1.459808998,1.112221247,1.70703557,1.944360483
b0101,0.550038816,0.599490414,0.784121967,0.582396319,0.649252971,0.540159187,0.575366784,0.718581756
b1401,1.543356266,1.466331454,1.148379331,0.919875296,1.380374253,2.392710285,0.787609829,0.825239127
b3613,1.023170685,1.273038589,1.355138788,1.492677978,1.630392801,0.776033859,1.967393695,2.858122892
b3089,1.566114226,0.543572313,0.510664498,1.250993463,1.324977456,1.630166634,1.845297379,0.832400388
b3465,1.039227191,1.307211824,1.726648952,1.229302259,1.470182514,0.89432711,2.125962886,2.338196782
b2928,1.424908993,1.21396692,1.392056423,1.13600515,1.443531982,2.96766096,0.83190825,0.89978387
b1405,1.59583517,1.468864366,1.521239582,1.367782643,1.408070912,1.101367549,1.256900104,1.572485968
b1019,1.404902857,0.949793827,1.851715229,1.995295681,1.57912289,0.630445132,1.298411638,2.219028192
b3116,1.167933365,1.628260646,1.016616041,0.286539197,0.890561099,3.417209584,0.989638324,1.014456087
b4339,1.288293204,1.250054899,1.950320966,1.368879859,1.402378368,1.512180172,1.30437833,1.146450559
b2118,1.161814021,0.895885987,0.903073562,1.277940222,1.234335105,0.429178722,1.291791996,2.00039463
b4121,0.756068816,0.776410953,1.113017068,0.780828672,0.969930586,0.766754031,0.959657231,1.050916986
b1466,1.225993197,1.4240275,0.964886173,1.11105082,1.304141423,1.128369685,1.954953484,0.98697655
b2290,1.223391327,1.468691061,1.889729448,1.719427559,1.653100987,0.85710327,1.230281764,1.269800392
b3413,1.470894856,1.175967632,1.613689559,2.052212236,1.261909322,1.690984487,2.000976097,1.886060251
b1760,0.857158492,0.771344642,0.749068746,10.97510247,1.08102241,1.308283901,0.768137727,0.388557628
b1378,1.464437338,1.569887172,1.386396609,2.138647482,1.236732379,2.0828384,0.890839999,1.314804323
b1662,1.230529312,1.288281554,1.678478204,2.142616264,1.432047058,1.362101388,2.047163136,1.930252122
b1111,1.140768562,1.523574587,1.810865469,5.057292113,1.522349043,1.201440022,1.040015842,1.216664352
b4256,1.089953259,1.315143735,1.675800514,1.4606442,1.522183128,1.462103157,1.627373533,1.643827299
b0522,1.033849635,1.197748437,2.068754786,1.633945021,1.441351899,0.648040711,2.145524149,3.216714771
b2314,1.665219615,1.234351096,1.154432704,1.291466467,1.303802864,2.099220071,0.928084623,0.992668177
b1296,1.811700659,1.107642826,1.104327629,1.656617244,1.214248851,1.351442888,0.892546933,1.133092628
b0161,1.485261942,3.457362983,0.9804468,1.634584733,1.479307334,0.911829826,1.188903913,1.356910358
b3867,1.175557801,1.025179725,1.536739248,1.227546237,1.070644076,1.204482112,1.365886015,1.676016092
b1109,1.311662548,1.763531419,1.435822246,1.049295392,1.35106263,1.796943938,2.293335017,3.766813835
b4169,1.456557039,1.5379967,1.408090186,1.22491931,1.342360625,1.809600907,1.148582418,1.529252435
b1487,1.755177377,1.570474087,0.644709373,1.034488853,1.519985676,3.131434118,0.314546177,0.210313389
b0597,1.558619438,1.205020781,1.058215187,1.316137811,1.303230981,0.969512977,1.838738255,3.218853821
b0584,1.539832975,1.129360921,1.28924319,2.282687043,1.457303985,0.827848203,1.879653562,2.048617739
b3476,0.290522323,0.296033974,0.307983376,0.241345112,0.226734694,0.269260305,0.228951437,0.344442097
b0542,0.959434923,1.113757887,1.421045162,1.462391312,1.323515719,0.93573147,1.106388808,1.303950618
b3085,1.274602675,1.091331525,1.364575476,0.770707491,1.021236506,1.882640567,0.838297578,0.812405234
b3094,1.305799224,1.405928916,1.316935235,1.315790772,1.235870698,1.870178675,1.108162177,1.647854073
b0238,0.903105898,1.475410532,1.747366922,1.680618367,1.576655914,0.535020651,3.08625332,4.554052556
b1292,1.064137581,1.129061721,1.207483737,1.051515316,0.854477069,0.826964952,1.252565097,1.175872737
b3259,1.280156626,1.174547022,1.557500239,1.342384371,1.402211279,1.531586527,2.525303599,1.880530031
b3401,1.358386897,1.419039959,1.271834151,1.109079492,1.138733899,1.824548438,1.802816458,2.050319796
b2560,1.405258498,1.610852805,1.362194084,0.965367375,1.164404157,1.453844774,1.011594372,1.192822397
b0345,0.746471119,0.68993944,0.731939139,0.648229149,1.109630925,0.641511944,0.598128091,0.720370378
b1663,1.545116264,1.018957521,1.151984975,1.39789977,1.360341682,1.437960703,2.328788697,1.246035795
b2792,0.90459269,1.310878342,1.32191411,0.927057794,1.254401818,1.207998876,1.426171291,1.77588581
b1530,1.277312631,1.367593329,1.951513025,1.869210846,1.70534957,1.358659758,1.951590042,2.592612788
b2295,1.503991558,1.225119932,1.380380717,1.506433475,1.328490043,1.346581579,0.918806582,1.044141865
b2631,1.489677201,1.331267802,1.091335824,1.202050967,1.271835208,1.471908455,0.716066807,1.057845016
b1454,1.815963235,1.188513293,1.169972544,0.483014065,1.068616436,3.054824501,0.306889114,0.270418708
b2895,1.107965448,1.160296869,1.498810644,1.156325124,1.162025792,1.080460239,1.528613806,1.921710631
b4248,1.285666796,1.365636063,1.002440289,0.614108151,1.257302183,2.246507612,0.680265166,0.745414145
b3607,1.144064879,1.020465525,1.550484664,1.180261827,1.458466842,1.595431289,1.030359236,1.373568928
b4119,1.370556302,0.455781331,0.811016819,1.26386893,2.169115325,5.341053484,0.802668712,0.406246651
b3996,0.642099774,0.623235768,0.918659037,0.578517199,0.578936456,0.8003924,0.753923689,0.918525489
b4233,0.59154036,0.501794941,0.71659607,0.606366583,0.640608531,0.623581889,0.870216335,0.705804814
b3427,0.599526012,0.684708081,0.530307115,0.823112923,0.687695626,0.564502202,0.490410578,0.570948967
b0468,1.171080804,1.512163947,1.789415569,1.840361532,1.511126067,1.223853382,1.471358938,1.925212418
b0579,1.307594424,1.139354674,1.201308265,1.512125053,1.278733752,1.566241352,1.480444923,1.516466303
b0991,1.139229591,1.215328462,1.412155223,1.657386442,1.305650117,1.007222335,2.289851777,3.391452767
b0551,1.324180654,1.01137599,0.928763107,1.556996822,1.23326497,1.374625623,1.243572498,0.960461121
b2319,1.241080287,1.073928616,1.790810286,1.344918441,1.535954743,0.772182991,1.602724155,1.831028677
b1270,1.321172009,1.556955601,1.786539743,1.733146588,1.489910105,1.26574226,1.613199935,1.193703956
b3147,1.416102757,1.446586579,1.344423564,1.416516507,1.338273178,0.638169951,1.503587328,1.485927717
b3842,1.251469284,1.235262198,1.337953568,1.295533654,1.558137773,1.479636494,1.1472164,1.674023711
b0122,1.191907985,1.155168735,2.09425806,1.213484836,1.372052766,1.634118358,1.050108643,1.966416413
b4075,0.381849871,0.342087568,0.357581951,0.318761938,0.350239137,0.354923394,0.265205965,0.181595292
b3042,1.209355583,2.306161563,2.057972152,1.72924824,1.524180574,0.89023122,1.317157922,1.975072946
b4231,1.251448633,1.035303058,0.853221234,0.823072703,0.943830804,2.425665181,0.575400983,0.53479136
b3924,1.083566066,1.178693291,1.707063915,1.740646186,1.070826246,1.419138741,1.03560823,1.289953315
b1099,1.284299509,1.578701084,1.622418136,5.178670098,1.940695492,1.771038933,1.696066432,2.32211853
b2949,1.056796822,1.171866186,1.726877153,1.527203995,1.451477095,0.814489735,1.832006362,1.922722782
b2352,1.061425763,0.620877921,1.105787514,2.149755569,1.024428465,0.29632517,2.473617141,3.137122862
b1537,1.309826226,2.577104769,1.343893964,0.585190127,1.104311396,1.821417489,1.919570387,0.36515742
b4196,1.292683408,1.222760877,0.965823991,1.057576907,0.898669839,1.412530969,1.816910685,0.964092519
b0410,1.141846983,1.381103788,1.892938094,1.809905073,1.490459177,1.263974681,2.588460222,1.577796457
b4041,1.06328928,1.107808599,0.932724154,0.992929808,0.989265196,1.517072895,0.838267078,0.978224011
b1871,1.314039554,1.382059475,1.353061242,1.175606121,1.242609001,2.163859499,2.417733737,2.082088205
b0966,1.538073792,1.985628828,0.990675373,0.942521712,1.073860151,1.807972027,0.394879437,0.454191962
b3059,1.279953139,1.136599606,1.287328872,1.349180624,1.283967259,1.227061461,1.054876164,1.117804522
b0760,1.245137175,1.117795558,1.128822574,1.514198092,1.45391439,0.901767876,1.715518479,1.899270221
b3441,0.687359426,0.615991336,0.713326651,0.549801902,0.60667448,1.121492642,0.791315943,0.553439045
b3660,1.35889055,1.410684834,0.758205995,1.268202027,1.099111287,1.698187873,1.972967479,2.417290449
b0550,0.875859122,0.885685796,0.884768192,1.069369241,1.010724498,0.400323504,1.461541721,2.203889969
b0788,1.383162785,1.243854088,1.361614437,0.984492651,1.04176229,1.284914232,1.278662854,1.118868625
b4267,1.527328198,1.54209666,0.833601975,1.731221797,1.865727229,1.479960798,0.588919018,0.186265908
b3395,1.196264539,1.215594812,1.137895417,1.380684454,1.328310346,0.964567213,1.752761531,2.073827304
b1508,1.452065499,1.328413578,1.235644288,1.329535637,1.01698896,1.594697304,1.723266516,1.502572109
b0104,0.983812503,1.259691765,1.525450992,0.94045451,1.18773043,1.562245979,2.429082134,2.901840339
b0028,0.693458516,0.628355627,0.882367749,0.49854107,0.441645161,0.856262526,0.956623081,0.771196945
b0736,0.559723003,0.850355851,1.349630146,0.953197684,0.501681876,0.736930322,1.890866508,0.5761839
b4388,1.029662408,1.356509653,1.874436566,1.317776081,1.257843975,0.677522156,1.700050087,2.570953752
b3409,1.279907436,1.322499531,1.157814797,1.158317095,1.229896086,0.903961312,2.872564249,1.516794158
b2190,1.607507857,1.254084927,1.207779708,1.254139537,1.250056886,1.482332326,0.974601688,0.794801015
b3268,1.624274284,1.20892121,0.564438307,1.133530904,1.378292136,3.622087524,0.182779163,0.255810593
b0473,1.269874117,1.251183557,0.819933313,1.195604182,1.075941996,1.823512991,1.602844321,1.570204567
b3727,1.249829881,1.363932617,1.612726622,1.311601171,1.441979109,1.067655141,1.955235796,1.869165214
b2754,1.199044747,1.358925863,1.29326612,1.360570725,1.182370277,1.103736153,1.232137574,1.208779672
b3933,1.101423992,1.139504599,1.26891276,1.069030077,1.226757411,1.406937678,1.474175736,1.701120323
b1053,1.290047175,0.724351176,1.075702945,1.04737004,1.090868487,1.048542017,2.013403201,1.543856282
b1238,0.925329224,1.791229399,2.523138604,1.576553459,1.455296164,1.074809862,2.034509488,2.561119633
b0622,0.965676427,0.470872385,0.772359628,0.780235497,1.024406055,0.392156076,0.125332621,0.773325537
b0841,0.563167075,0.613551479,1.035492632,0.634350502,0.386023029,0.684520033,0.870231448,0.948623255
b3162,1.111201934,0.645806636,1.31018693,1.234389987,1.185764437,0.57139611,2.138670572,2.591188679
b0610,1.403281312,1.497485349,0.980032883,1.626021542,1.981284799,1.222231773,1.128888469,0.673946334
b1648,1.478384746,1.069430007,1.209003433,0.755797398,0.814165937,2.516564571,0.38996165,0.395297453
b4394,0.966078875,1.223035355,1.912099329,1.356291925,1.191438112,1.214695606,1.795051124,1.750281147
b2458,1.527399738,1.451630068,1.146876937,1.652058899,1.384251447,0.949512531,0.705349425,0.319015583
b2467,0.941163302,1.225103698,1.578570987,1.455905383,0.861003117,1.500637755,1.587445206,1.705972761
b3858,1.022647972,0.830016359,1.336853633,0.987959439,1.044864331,1.723705607,2.571574083,1.558420472
b1490,0.704075575,1.115126858,0.594805053,0.526058626,0.713203874,0.635952704,0.215256749,0.405578443
b2142,0.799311592,0.57269541,0.413031691,0.71674289,0.706951972,1.038111774,0.26944912,0.318618662
b4138,1.34206884,0.926568611,0.878941172,1.21017746,1.027534767,1.142503686,1.615725588,1.269938497
b4236,0.632555094,0.544671744,0.409845626,0.407431735,0.518904943,0.67800415,0.299443508,0.639015011
b0526,1.159718864,1.096780607,1.426283165,1.684253629,0.957942325,1.136980599,1.955747341,2.200569245
b0353,1.430715734,1.158021868,1.073286321,1.070075982,1.20683426,1.408350039,1.028665794,0.93914447
b0399,1.422029143,1.226330485,1.369402225,1.168198692,1.386612923,2.010676225,1.378874498,1.283736772
b3472,1.144406726,1.469084937,1.454972936,1.815160469,1.530386894,1.178767959,2.352758142,1.654950961
b2313,0.978276799,1.166842755,1.638498246,1.110354203,1.337449957,0.70559457,1.962574716,3.17181974
b1597,0.376257251,6.85350266,0.343462214,0.620136034,0.500354234,0.456589482,0.204846602,0.211445841
b3515,0.974892037,1.523623779,1.027667418,0.355610801,0.856309754,2.835649586,1.955324883,2.742244375
b1145,1.134645565,1.447729833,1.104998764,1.40786198,1.340258272,1.150651582,1.583356135,1.728429094
b3802,1.284168883,1.012281814,0.973254803,0.843947195,0.88673447,1.056048624,0.881328336,0.975156529
b2603,1.034871004,1.11452949,1.316916356,0.948333059,1.004079904,1.316867698,1.152573562,1.975873028
b0312,1.30187773,2.297159789,1.338069106,1.232632383,1.07908676,0.847408501,2.197244432,2.472483832
b1987,0.799800044,1.214572255,1.390317884,1.825191268,1.415654666,0.422611935,3.00331299,3.198027183
b3828,1.03167203,0.98700684,2.036378637,1.29666368,1.280824947,0.29189269,1.275570364,1.363314882
b1407,0.990747182,1.25140904,0.903722564,1.032843758,0.913797887,1.094842855,0.975057467,0.867268958
b3222,0.725486535,0.753275577,0.810856936,0.477177997,0.549402098,1.278211849,0.407985405,0.327698501
b3998,1.071271712,1.134821226,1.611203952,1.067203686,1.173622955,1.711440311,1.540537013,1.705703358
b0452,1.256265553,1.964597064,1.621602058,0.917410392,1.410294855,2.424012579,1.706925692,1.441400296
b4263,1.358107215,1.932316545,1.352377639,0.82384644,1.261658961,2.227989367,0.754505774,0.800665521
b3018,1.019057712,1.177637524,1.615750862,1.541839155,1.272941245,1.008177892,1.620930276,2.589338725
b0080,1.411536458,1.090221909,0.838137837,1.766142446,1.839895513,1.704230916,1.6096559,1.36906252
b1632,1.269137663,1.141037384,1.59318831,1.108575014,1.248803055,0.571957696,1.183988472,1.89388127
b0154,1.128006591,1.303095926,1.890497926,1.125722665,0.845834057,1.427508004,1.777789204,1.927677482
b3177,1.130989196,1.148930084,1.372043951,1.357927148,0.986198101,0.919432731,2.422564973,2.417296147
b1098,1.07734245,1.262664168,1.105866326,1.106401428,1.177430839,0.850607528,0.989590425,1.166849955
b0527,1.071672447,1.254149709,1.793089893,1.083600191,1.119452641,1.244898251,1.184785929,0.807497528
b2611,0.957366155,1.11120597,1.789644109,1.280279873,1.236924864,1.257367701,1.208200241,1.518794737
b4199,1.182511732,0.894103482,0.716283318,0.635762015,0.619511781,1.603822821,1.122971428,1.002529431
b1342,1.23635216,1.099138558,1.156414351,1.039730701,1.200008269,1.974622652,1.31186297,1.250922511
b2786,1.078785814,0.838181291,1.028009702,1.04584247,0.944489402,0.767707914,1.459478316,1.583403212
b1284,1.320023444,1.389643731,0.96356441,1.682620333,1.357133426,1.623286528,1.530935455,1.803364948
b3172,0.984800916,0.94830016,1.369342758,1.355205672,1.197420581,0.825148129,3.49293552,5.070825273
b1793,1.404188103,1.19139921,1.305141277,1.377494564,1.407876847,1.48213325,1.347044557,1.154240122
b1524,0.798703136,1.308889157,2.119180633,1.625951149,1.25160948,0.747898575,2.040521873,2.590739921
b4124,1.37974015,1.045810645,0.516493367,1.273780023,1.47428652,1.849532149,0.629694018,0.675292684
b3593,1.214091949,1.35175077,1.10774222,0.876749082,1.197989192,1.978198726,0.925414921,0.984381241
b3344,1.015658771,1.185909484,1.402749584,1.24620241,1.331645711,1.196067375,1.370313365,1.781010686
b1181,1.234138468,1.317748085,1.417487483,1.569138547,1.447732871,1.959514813,1.196493385,1.431273738
b3973,1.184099987,1.116657791,1.290825809,1.26239719,1.244433854,0.885178471,1.338415777,1.922539693
b2299,1.072771378,1.305416952,1.769788785,1.557981391,1.200757745,1.519019423,1.496150998,2.456744764
b0338,1.334800786,1.206443855,0.96795282,1.220048641,1.341051023,0.86149458,1.346293342,1.344359015
b1606,1.316769953,1.432272256,1.219167962,1.326599295,1.265594864,1.679266086,1.257004357,1.197624345
b0817,0.58086797,0.50078167,0.718414738,0.618595415,0.631485186,0.491955247,0.674199743,0.869533445
b2682,0.986833009,1.492860792,1.444656454,1.067160341,1.193109709,0.809671849,2.751781709,3.264630921
b4240,0.99437197,0.330952493,1.351419937,0.646700447,2.002547108,10.71607241,0.424210896,0.201065764
b0387,1.074693367,1.293917462,1.33690509,1.484305417,1.282696007,1.277588332,1.543380533,1.849268114
b4374,0.507348291,0.561884706,0.667787218,0.514014618,0.496300204,0.936363786,0.430195782,0.712070306
b4042,1.037824323,1.098756005,1.263009233,0.947373609,1.289456694,1.136477627,1.251280291,1.350423205
b2301,0.622149158,0.537313208,0.858411056,0.40463636,0.528895973,1.17670317,0.588775688,0.736491865
b0570,1.087128957,0.647878194,0.970409209,1.292892329,0.845418221,0.829706765,1.488605576,1.476814774
b0596,1.344769545,1.364935546,1.808130651,1.58074739,1.188573924,0.531218183,1.58919471,2.590396765
b4396,1.32024239,0.747911643,0.948464493,0.925571161,0.70628948,2.030655879,0.720704483,0.681827829
b0010,0.936287247,1.096902453,0.745023301,1.015125618,0.908614426,0.985378439,0.681417505,0.75901247
b3004,0.995211866,1.08152861,1.25741191,1.09992054,1.192737527,1.082799826,1.060952174,1.81201105
b1675,0.734750863,0.581629408,0.499731281,0.402051294,0.430563237,1.192993365,0.607928293,0.538433151
b0515,1.4835413,1.152317265,1.506657338,1.253962907,1.696549476,1.03624518,1.652034258,1.002726007
b3966,1.04526245,1.093418997,0.975047496,1.454553358,1.107079875,1.210321907,1.296890198,1.953648619
b1593,1.291997695,0.963465705,0.818862009,1.088889803,1.034773151,2.252329088,2.480652226,0.561817438
b3826,0.487426055,0.661823495,1.187299255,0.516004395,0.538726025,0.662503191,0.720157631,0.95313221
b3425,0.964813406,1.026983334,2.196342901,1.053782545,1.517804762,1.097083585,1.528093763,2.325383145
b0802,1.224032618,0.866714385,1.309080383,0.707786678,0.77565458,1.658688951,0.615434344,1.149341662
b4005,0.522532844,0.593346681,0.771874634,0.442024755,0.410252962,0.333021943,1.010878413,1.592829346
b0286,0.800639329,0.76921783,0.719684548,0.564200314,1.038130328,0.42872487,0.337628928,0.685609072
b2346,0.361483604,0.345064506,0.258806544,0.29243843,0.374778079,0.476044858,0.555293654,0.494346204
b2593,1.129361235,1.278118538,1.254542081,0.988582386,1.143999452,1.359555636,1.182312116,1.555170683
b0624,1.194775074,1.55683865,1.601921342,1.189296531,1.120488766,1.465637048,1.019129441,1.797721562
b0035,1.061391865,1.311357114,1.073416016,1.157611248,0.992513303,0.978322667,0.731654513,0.951828625
b1998,1.153335711,1.027746563,0.89416277,0.90762703,0.953396863,1.54835662,0.873502322,0.657509432
b1623,1.304611446,0.992089774,2.011738021,1.524800946,0.995686507,0.522872789,0.692421138,0.583859484
b1500,0.788177455,1.187579156,2.34514712,1.004719233,1.045648444,1.112322067,0.881013813,0.869850105
b4395,1.099248332,1.033024434,1.168992099,1.446243721,1.220928951,1.032497905,1.221343225,1.187157367
b1631,1.2188739,1.116668924,1.485030503,1.26275549,1.316730475,0.638339127,0.993075955,1.774736002
b2902,1.228425932,1.681881196,1.227425483,1.271767483,1.11100227,1.547524516,1.077247222,1.728177616
b2257,1.386300293,1.130584319,1.146393504,0.915981484,1.07280342,2.571830406,0.590679542,0.581151459
b1206,1.400654061,1.020952234,1.126134185,1.080929296,1.071762817,0.954095325,1.26852648,1.082044157
b2544,0.595534453,0.634873764,0.592879624,0.548431789,0.567821572,0.630157525,0.521635359,0.491160602
b1430,1.25576915,1.109447563,1.50139023,1.198458716,1.198073046,0.914821474,1.369191111,1.672964095
b1806,1.347405418,1.235670973,0.892147471,1.186147529,0.972137095,1.347457473,0.7857143,0.956684404
b3643,0.679044253,1.04174495,1.412295292,1.189938759,1.113606217,0.510079309,1.772865164,2.973363112
b1314,1.24823258,1.261752362,1.453236528,1.098819389,0.970740593,1.593050588,0.92501972,1.074755647
b4114,1.293504627,1.038104178,0.801552504,0.655026011,0.926036357,2.574139143,0.650752999,0.479975717
b2818,1.02793138,1.019549314,1.800333422,1.238350824,1.258493608,0.189747546,1.540839364,2.801242995
b3937,0.662101782,0.472425325,0.906201368,0.702516261,0.693424265,0.417309261,1.115548262,1.482997626
b0321,0.579457977,0.828960584,0.444772108,0.493933847,0.5295985,0.47012217,0.358899097,0.589577232
b1382,1.390494472,1.017965983,1.066548142,1.224763059,1.125439332,1.335878807,1.296299602,1.240873635
b2399,0.660632812,0.61887084,0.650818909,0.752508862,0.808324431,0.875022282,0.566369108,0.474625554
b2663,1.514090249,1.109520488,1.369165564,1.235349264,1.3993157,2.437519529,0.551942806,0.396290213
b2248,1.676316125,1.548463651,0.378426249,1.609354907,1.375298946,1.401688805,0.28490135,0.033102584
b2293,0.996118205,1.034611945,1.200390327,0.90448139,1.130949777,2.137123377,1.382537466,1.412511361
b1379,0.670327842,1.055980097,0.83657076,0.576625161,0.662663703,0.73810115,0.321963064,0.442542952
b0933,0.581895002,0.527021353,1.137412142,0.518638508,0.279188567,0.516614659,0.479661555,0.459833245
b2633,0.600470379,0.342099973,0.593844067,0.370685782,0.460129814,0.831191847,0.367566046,0.281486611
b0207,1.244150907,1.217096423,1.238884847,1.348684024,1.274088712,1.235502828,1.312014879,1.146498428
b0564,0.428363247,0.343608707,0.360410474,0.438718329,0.392427229,0.413513591,1.601749926,2.96467945
b1956,1.026731506,1.115134668,0.962433348,0.730200663,1.042260496,1.309884723,0.768071214,0.684535446
b2132,1.333296326,0.939244515,1.374580301,1.282085749,1.309662694,0.815567819,1.670284366,1.73706078
b4111,0.496608407,0.449869025,0.636426628,0.494633534,0.33388235,0.683201683,0.672063084,1.18486368
b1193,1.13149398,1.142395038,1.312902053,2.31383869,1.286010866,0.824465466,1.530947396,2.026688539
b2186,0.084960528,0.089160084,0.113861192,0.107929205,0.102184789,0.063805626,0.085063924,0.084344278
b2625,1.189828324,1.002895755,0.922581127,1.048132348,1.06577351,1.689376282,0.633415626,0.784266153
b2395,1.239376607,1.130462424,1.31484373,1.341599234,1.227284236,0.625911464,1.185825912,1.624522047
b4004,1.221175229,1.250275997,1.436889093,1.357679572,1.145884649,1.590210068,1.357534248,1.197821664
b2243,0.762491453,0.872534142,1.070490933,1.129736489,1.163174895,0.266402717,1.939906806,1.949105571
b0461,0.485984305,0.972746627,0.582691193,0.23460517,1.009265572,0.256688883,0.685139905,0.512612987
b1630,1.236580047,1.148512536,1.054642494,1.214679373,1.073939608,0.789505825,0.880054485,1.377819282
b3553,0.26087657,0.295094787,0.438956225,0.267079366,0.302096143,0.099616528,0.541007881,0.735257713
b2844,1.28752987,1.563474457,0.673919033,2.14283408,2.078592642,1.493139946,0.813220908,0.405022755
