,RF,pgm,pgi,gapC,zwf,rpe,WT_0_5,WT_0_7
b3661,2.552138543,2.817650042,4.157220036,3.242068945,4.644156162,1.379383874,8.300601236,7.912263797
b0581,4.049314129,3.209608941,3.204090233,1.374186072,2.510931986,6.36340101,1.8570911,1.526634165
b0999,3.531138137,3.412993839,2.827489482,2.088029,3.058775872,4.581673632,3.317335314,2.638268565
b0981,2.601318433,2.139465568,2.616020174,2.472592265,1.989123459,2.790543149,1.992274773,1.99132885
b1399,4.013901862,2.621347595,2.694677314,3.001977118,3.522281551,4.384677693,2.159783178,1.571296271
b2598,2.833576784,2.890644432,5.802457676,3.948240485,4.362172948,1.92383046,1.826466776,1.557215351
b0687,3.334395815,3.968080854,3.559986295,3.540568079,3.612676003,3.769852818,4.140379961,5.041001748
b0102,3.216724637,3.645610924,5.300210576,3.432214857,3.732648472,2.700259581,4.480665012,5.212997563
b4062,3.364779596,1.567034394,1.134425794,2.522715885,3.592069599,1.635214854,0.623846016,0.714208746
b1658,2.1031584,3.290361679,4.566290202,5.604835938,5.418474633,2.443715944,5.950877474,5.986725583
b3627,3.216693263,2.924795984,3.051871929,2.543472414,2.548789275,2.586519368,1.882868402,2.512424044
b3400,3.349276177,3.462750224,3.934162711,2.388205313,2.464146242,4.925105078,2.999740423,3.475715188
b1743,3.45723498,5.323517246,2.584046759,3.019039306,3.562072394,2.227691138,1.281326109,0.480237142
b3416,3.452694838,2.735903317,1.647763141,2.335403132,3.041673635,3.275240152,4.177246669,2.96271518
b2830,2.762915543,3.532852311,4.223430736,3.314641089,3.779025541,2.034769602,3.574838279,5.764446461
b0193,2.059025344,2.635625719,2.100707635,1.604754475,1.924264575,1.393349072,2.24019535,4.283891738
b0775,2.385145834,3.863046632,4.429880695,2.93875597,3.627931866,1.671112932,6.282459508,8.640740389
b2155,3.261891553,1.702428861,2.782062614,2.846014845,3.209838269,2.053675006,2.177571813,1.701654656
b2449,3.350288852,3.074280497,4.086765946,2.462289172,2.697588562,3.473602554,2.062638656,1.749010916
b1746,2.869714387,3.136741137,2.35046552,3.019776791,2.592146966,3.572806993,2.10127654,2.230222504
b1952,3.40484828,3.687489827,2.440568456,1.552395254,2.320730824,5.126091807,1.51481379,1.752136685
b1123,3.647963797,2.252204437,2.451414705,4.220977391,2.529039376,1.650081752,3.254670222,2.690491251
b3404,3.41617918,2.937751904,2.60006236,2.234513338,2.98937577,4.126821181,2.415612746,2.642775717
b3685,3.165846554,3.062726349,2.92533927,3.450593706,2.965990065,2.864977881,4.024934487,4.129736172
b0015,3.130024508,3.05710096,3.079715762,3.158202306,3.391085885,3.145070215,4.127675921,4.166000896
b2063,3.085358335,2.827646394,1.929169152,1.702676369,2.349845357,2.909964084,1.369520988,1.036452438
b0963,3.796940137,3.308120626,2.63190229,3.635809174,3.968461159,4.639602342,2.857816813,2.24729528
b1516,4.794165271,3.852529859,1.18785172,2.326238865,3.751015889,3.474616628,0.570532364,0.245759082
b2614,3.035896405,2.613165116,3.063912442,3.076564301,2.718004101,3.631415156,3.928445584,3.249644122
b1611,3.761348802,3.469285548,3.367135628,3.941308249,2.93596674,3.642965842,1.40071498,0.880848849
b0634,3.529116829,3.584687802,4.473779711,3.59755278,3.328247406,2.317208782,3.523379323,3.835928179
b1028,2.571327625,2.676782245,2.03206568,1.522054537,2.076364489,3.097588571,2.893633439,2.900509092
b0397,2.559284668,2.352399261,2.839946754,2.739559189,2.100819317,2.165167005,2.542995819,2.4744112
b3850,2.670755223,2.777182807,3.46301023,2.655966789,2.927086679,3.578345906,2.704421984,3.971551161
b3129,3.372952619,3.478623095,3.519313134,3.169518241,3.049910858,3.649016554,2.810887701,2.544102121
b1539,3.222088888,3.528052852,3.02379298,3.777569304,3.523371875,2.875162033,4.068917295,4.036795332
b1332,2.943001819,2.629657614,2.982317073,3.013888606,3.728105366,3.811110355,2.935775226,2.9231167
b2187,2.674352697,3.230572866,4.966571447,3.928355341,3.88412249,2.485024197,3.546312208,7.243686313
b3792,2.693657435,2.457516266,2.332777571,2.08531852,2.833657994,2.520342415,2.194436645,2.046627973
b4303,3.950227852,1.072296511,2.504126098,7.231808598,1.37599479,3.743570766,0.448007962,0.313260409
b1180,3.10414278,2.753380839,3.927814509,3.044073108,3.476970764,4.543362248,3.467658271,3.341696767
b2750,2.721865963,2.961909813,2.718880299,1.969139015,3.480688597,0.205961896,4.79770638,8.257666076
b2412,3.160236207,3.393980715,2.169491446,2.86760011,2.991364708,4.450467719,3.023309952,3.114466068
b0487,2.668744985,2.865057269,2.851964947,2.501213664,2.748196107,3.742739242,2.747456011,2.545289931
b3176,3.672546904,3.330835278,3.324255191,3.627911931,3.045726366,3.118273594,5.132648351,4.552451185
b3034,3.075292709,5.550061342,4.232687399,3.655248563,4.59938126,2.836433092,2.887087268,3.603234039
b3183,3.550992815,2.270450097,3.139254094,3.157214396,3.198347022,2.417459312,3.114357726,2.565010085
b2567,2.783859958,2.476363157,3.67759143,2.917540783,3.653701344,2.755671467,3.286398708,4.036987605
b0739,2.860623138,2.909179657,2.07621123,3.493518147,2.273378723,0.898484303,1.833666893,2.38899736
b2087,0.014647589,0.005326191,0.002617375,0.015093633,0.014753745,0.014387882,0.014665415,0.014541344
b0838,3.132480529,2.501804898,4.15376887,2.754938839,3.311859155,3.275946645,2.976055544,2.866809532
b2980,4.049353374,2.180672624,1.173723295,3.942000473,3.732173386,5.386702598,1.20216805,0.68926714
b3432,3.302798953,2.94531764,2.964144701,2.490480497,2.759790796,3.216173288,3.639637634,3.975309961
b0484,3.265254965,2.512549064,2.871844518,3.119900982,2.798879868,2.409822547,5.694872493,4.774022825
b3608,2.843780986,3.07778334,2.843223098,2.886835002,3.070157997,3.372445506,3.560924775,3.31623911
b3566,4.04222337,2.994581108,0.822822766,2.219630872,3.321472577,11.28093666,0.500982821,0.060951328
b3564,1.694075143,2.04371815,1.765477155,1.816881914,1.576069156,4.017172916,2.554407219,2.471412424
b1406,3.386272662,2.96507468,2.389682747,2.229429374,3.099383181,6.744291697,1.682190233,0.909594799
b3995,2.936661171,2.26404764,2.315026254,2.269565706,2.67684581,7.329725754,1.69104646,2.0893949
b3964,3.183241539,3.262702551,2.134625827,3.625610683,2.97921462,4.878860325,2.194641371,1.628245585
b1709,2.634066547,3.983421215,3.930656166,2.413202132,3.50796538,4.413894782,3.077667723,2.887916747
b2805,2.784264426,3.399578343,1.48082403,3.451978575,3.547294493,4.283534669,1.617611104,0.917701906
b4403,3.119583395,2.978145167,3.259686343,3.03413253,3.278614713,3.998084418,3.372134376,3.377511649
b2683,2.757951957,3.401700348,3.440686747,3.101167072,4.149720352,1.611891606,4.66173822,7.376039026
b2666,3.734472704,3.297053299,1.730835655,1.183967757,2.035539201,6.095892399,1.654288396,1.733243668
b0123,2.798743321,3.236731376,3.022423024,2.235868541,2.894736501,3.945873056,5.255638798,5.468017651
b2465,2.754077619,3.461421958,3.674868599,1.069875231,1.976969228,3.079557733,1.736197511,1.519060053
b1050,3.227082762,4.024334597,4.15430519,1.22770526,2.773206372,7.404821307,1.691658408,1.220974789
b3939,2.536034509,3.773052868,5.716269111,3.159115252,3.682628778,1.012910153,3.512154552,5.721745077
b2018,2.510552858,3.402675894,3.254138734,2.520472122,2.371755714,4.178019544,2.806012965,3.000414584
b3752,2.873813241,2.635621838,1.634570071,3.329412505,3.565458557,3.10998287,2.962698454,2.378178115
b3087,3.380593668,3.334198316,1.89299553,2.730896865,3.445103285,7.725604453,1.532506386,0.859755162
b0637,2.344277294,3.04543722,3.38212337,4.112968319,3.94872139,2.051279895,5.096306607,7.272018062
b0466,3.00219308,3.037597514,3.844384774,3.369744706,4.07633206,4.055816825,3.506490054,3.782910013
b3616,2.767573525,2.852217499,2.723345354,2.916045266,2.632658999,5.183820075,2.728028817,3.194119989
b1449,3.294117508,4.593991864,3.606313958,2.181961732,3.820678334,4.533762961,1.521235411,1.347227944
b2532,2.613849734,2.188655631,5.145827079,2.900336129,2.825960138,2.014747092,3.484022545,5.114088643
b2571,2.904167568,4.389209471,3.456001907,2.705198499,3.323545053,2.329326228,2.256122881,3.459448634
b0628,2.966318968,2.875793097,2.733787179,3.625241358,2.409889176,5.557134829,2.368579695,2.496989015
b2594,3.163149026,2.493841606,4.100466052,1.574970197,3.151371546,3.476075402,3.266046612,4.117588466
b4352,2.142169689,2.915608044,4.870371947,2.633714983,3.101209698,2.135859957,4.29180747,2.861008171
b2065,2.554996191,2.072268309,2.669904596,2.955270079,2.906908613,2.931413965,3.02286361,2.419413287
b3345,2.497897942,3.433508264,4.266853453,2.740025423,3.120010621,3.32316604,3.72834849,4.709717061
b3862,0.24675289,0.364013159,0.315032241,0.414414302,0.42027239,0.260596572,0.473941089,0.56444572
b2554,2.805978985,2.734801038,3.29508618,2.609944447,2.926085995,2.173836158,4.050009339,4.947322524
b1018,2.585924665,2.003595513,4.166936962,3.744681796,3.429930974,0.878545463,5.631732717,9.665146983
b0059,3.213233074,2.695050374,2.502478696,2.21677247,3.242580011,4.047755867,2.833422013,3.095021753
b3005,2.040863825,2.701560676,4.790163543,2.507086442,2.961128167,1.533691891,4.134554865,5.248970973
b0915,2.09060155,2.174948685,2.253373163,2.072290485,1.913368411,1.982813233,2.137464711,1.86005354
b1265,0.91346142,1.802217965,10.46203641,1.586831496,1.384313059,6.175467618,2.410754131,5.233512603
b0678,3.671017843,3.370472648,3.429051781,3.252445611,3.570843095,6.886522279,3.63841281,2.952972589
b3848,2.666555178,3.165775464,3.172789815,2.272667495,3.015734254,2.858446423,2.338985249,3.00782482
b1629,2.8155974,3.28516597,2.760917885,2.78508692,2.420144179,0.799209751,2.123345191,3.754871871
b2954,2.167502035,2.575694224,3.481163085,3.538254634,3.37937792,1.653212563,4.434200528,5.41660281
b0402,3.306716839,2.007241796,0.935073282,3.602942154,3.111528726,2.900529569,0.648138398,0.347907589
b2952,2.548575438,3.518872904,3.261923185,3.43264994,3.338577902,1.799931595,4.706548984,6.521750155
b2382,0.939672333,0.934181029,1.052640782,0.90129063,0.868484797,1.268201376,1.11958777,0.977553989
b2342,3.614417515,4.168062213,2.160513247,3.041710982,3.596685546,4.173766161,1.557498511,0.705859133
b3833,2.620745789,2.646710381,3.516465763,2.692108431,2.914928461,3.979132967,3.863351607,4.247837722
b3628,2.525193074,2.307817058,2.578215926,2.254529162,2.423047426,2.402492857,1.65384336,1.907019625
b3493,2.905751788,2.499770758,3.082095981,2.135493041,3.022355466,2.188004715,4.025875583,4.568447729
b3724,3.064554001,3.503566097,3.064653204,2.079728659,2.423838961,4.649008184,2.618410414,2.247292822
b3247,2.607592917,2.42439736,2.052260155,2.16114798,2.337876474,2.453285136,2.801962211,2.843615143
b2086,3.317252632,5.445381334,2.996141498,1.47869772,2.66599249,4.553959541,1.576352564,1.096893295
b1067,2.806961982,2.757354501,3.516946252,2.662507572,2.199738871,3.980896918,3.681555308,3.355265888
b0958,2.573501301,2.364433857,2.230654975,2.228141184,2.641804278,6.805935741,1.084426504,1.250347585
b3542,1.261940613,1.18739993,0.606996509,1.881919856,1.367777547,0.682729689,1.70910083,1.197469412
b3938,2.332152865,2.339148905,3.537362976,2.542477058,2.78570265,1.648778582,2.822880636,3.21631587
b0640,2.342091946,3.951330082,2.711908252,2.923613635,3.823480955,2.870881536,3.004745916,4.707021559
b2156,2.83021839,2.113221421,1.920681202,4.608065694,2.438833185,1.320815425,3.718646818,8.047629622
b3516,2.369917039,3.356862721,1.953392652,0.829707484,2.163042823,7.326057161,2.963769747,4.197891116
b3540,2.792395972,2.555197418,2.579438646,3.967795057,3.219252206,2.364830218,3.362752569,2.932893106
b3912,3.13191118,3.458971161,3.036315537,2.483858029,3.383535918,2.887969142,2.8470371,2.930071498
b3148,2.591648128,2.717023192,2.257903051,2.677303673,2.887223996,2.019256976,1.771055425,2.185990264
b1245,2.243466603,1.866909009,1.941933725,2.771996514,1.808712976,0.861588954,4.267155278,3.600160287
b2103,2.905927435,2.795586636,2.969261682,3.151416407,2.821140947,2.003455608,2.973449539,3.91906902
b3012,3.176432388,2.813503783,2.777637581,0.904746845,1.790302689,5.218959941,1.229591986,1.755941748
b3168,2.847551113,1.732281129,1.916493606,2.398238051,2.647169418,1.520531069,3.559743828,2.950702473
b2471,2.758316019,2.474038509,2.026012714,2.998125445,3.893790195,5.358759384,3.998348268,3.414565342
b1400,3.608577721,2.340822734,2.040689878,2.784695107,2.627974812,3.678439457,1.432033713,1.290388933
b3692,1.93544464,1.707112293,1.738294459,1.781674202,1.689657699,2.461736321,1.864914688,1.84390405
b1990,3.525422718,2.466044222,2.162169794,1.805560434,2.456674558,6.150467951,2.351754612,1.646811858
b3081,3.642407063,4.580405696,0.780527732,2.303219632,2.598251229,5.366738844,0.882853226,0.298960541
b2699,2.294719212,1.863934005,2.866563712,2.19863113,2.624681472,4.119651787,2.752010575,2.488325245
b1279,3.410942764,1.907488991,2.378163413,3.581516359,2.805920246,3.152045416,2.47663189,2.416701939
b0434,2.378030273,3.517719356,3.986494986,5.63363047,4.592207669,1.088512388,5.215117294,6.165826608
b2501,2.641417888,2.981631726,3.484342954,2.312070754,3.220081223,2.608552768,2.694478939,4.021285006
b1922,1.071646049,0.25952314,0.531764464,26.91589135,11.01577447,0.272535651,1.382799819,0.518734248
b3114,2.37481821,2.785646809,2.351187644,2.57820638,1.962375099,2.801890044,2.09099704,2.097381484
b3193,2.798982499,2.679204335,2.556653734,2.219465401,2.141958831,2.478163719,2.546872026,2.65050669
b3512,2.513821796,4.179173067,2.047995946,0.375676457,0.977753273,8.600978447,2.843238378,2.015173654
b2497,1.937736428,2.440862159,2.093973868,1.769533377,1.189130685,0.664635423,9.368142132,12.55529236
b3458,2.754581968,2.117678786,1.76688645,3.279258629,2.987498544,1.327345257,4.06910171,4.054585123
b1841,1.879149934,3.713762894,2.252581129,2.997328195,1.635296581,2.326199418,5.79193948,7.69751957
b1084,3.469451971,2.184168882,2.506633905,3.007650325,2.678054888,1.775307081,4.084577172,3.587287986
b3454,2.926369129,2.3867561,2.197179853,2.793978636,2.336494421,1.773220383,3.139211236,4.040697273
b2564,2.41507833,2.213711082,2.997571236,2.293740858,2.710812611,3.073491674,3.495710625,3.002362479
b0150,2.802476828,2.578733136,2.892641476,3.085033897,2.991682195,2.004896886,4.061201698,4.663412378
b2948,2.520829559,3.52048113,3.398840645,3.750666388,3.166886864,2.08258905,4.177609827,4.213504934
b4153,2.977543958,2.06553111,1.529820064,2.211942036,2.746333028,6.024987161,2.445807507,0.910736928
b0188,2.433428489,3.109443028,2.305656039,2.668290647,2.021730615,2.510090734,2.853580002,2.822760344
b2500,1.756561999,2.196734213,4.13922884,2.225277366,2.476525003,1.223399682,4.054564687,7.841387325
b2979,3.138606934,2.079930236,2.152436169,2.693219477,2.897281655,3.324167775,1.577767461,0.831882573
b3617,3.031133101,2.851907252,2.455267972,1.819875815,2.573206074,5.647801925,2.258314438,1.725610234
b2566,2.952309187,2.218330331,3.594029557,3.019338357,2.936647932,2.220701204,3.505544664,2.917751973
b3633,2.479617521,2.31356115,4.814600768,2.664965999,2.914721929,3.320976405,2.701852422,3.549065659
b0325,1.523744253,2.970396204,2.304041303,0.845298446,1.893726324,0.834483974,0.805511265,1.535442575
b3820,2.728697498,2.526991914,3.640646809,2.897227572,3.104583389,3.739342071,2.111105044,2.903613721
b0930,2.868439523,4.419834181,4.293843411,3.46364472,2.793275909,1.994152808,3.815135654,3.929773186
b4242,2.615457873,3.762542195,2.18098727,1.650884248,2.045904083,2.128327327,1.627626397,2.320526456
b3229,2.260393015,2.02852877,2.671308053,2.258277818,2.704219132,2.344724202,2.550310181,2.80387494
b3498,2.45222212,2.400785098,2.921176141,1.633859607,2.389055968,4.743135493,2.520211913,3.243954756
b1706,0.712142528,0.629952651,0.775976722,0.688768861,0.633168813,0.719309801,0.915700691,0.85177738
b4152,2.732780216,1.675073915,1.616376811,2.188130483,2.677833684,5.775739354,2.336436995,0.7621597
b2038,0.608919247,0.538787157,0.501320195,0.497544379,0.726875226,0.84298784,0.744992649,0.781695336
b4161,2.245502013,2.562851113,2.134673261,2.430383632,2.636592737,1.84228255,1.914204269,2.670863769
b0483,2.712991209,3.416367713,4.529744124,2.78056738,1.944567231,2.734320616,2.137244746,3.701513389
b0091,2.900914658,2.811717207,2.872263193,2.024784293,2.680470807,2.135391389,2.541191126,3.730048603
b1767,2.390039057,3.145701407,3.305712741,3.121553813,3.260748214,2.74863103,4.040244174,4.411092097
b2266,0.147862899,0.151655318,0.067814993,0.053928969,0.147066316,0.205046452,0.148042846,0.146790394
b0156,2.459874365,2.782150956,3.117663414,2.857678643,2.913878855,2.780231421,2.196136285,3.216590602
b1187,2.871410432,3.04383651,2.198742007,3.433842902,3.243172584,2.742032674,3.481177369,4.035850142
b1982,2.522502634,2.128997023,4.616552322,2.53079257,2.99067793,2.512216524,3.774345079,4.254561861
b2026,1.923029207,1.41702654,3.734523268,1.456945035,2.008986356,8.444416323,3.606071129,4.193268458
b3650,2.185943347,2.688691082,2.208518094,2.377809468,2.618541957,1.81518396,2.826159678,5.19398086
b2475,2.810471775,2.68048055,2.969820934,2.433935204,2.450040386,3.621161886,2.377378058,3.619348297
b3750,2.908915473,3.078384127,1.961050179,2.625578662,2.348992792,2.293646571,1.302341428,1.144642594
b2075,1.857827894,1.42356045,1.354398172,1.853918887,1.752828253,1.372446524,1.596042092,1.716993012
b1216,0.858424508,1.047172003,0.909788987,0.930499793,0.838896637,0.939452129,1.289628021,1.224941752
b1586,3.485630361,2.539653878,2.096452186,1.795886932,2.302314975,3.929793204,2.15491146,1.322206759
b4160,2.034179391,2.622584787,2.086848982,2.049233658,2.164799147,1.465782466,2.252300784,2.23436351
b1431,2.809782598,3.364408146,3.923577142,2.120664414,3.03694559,3.860821702,1.647732642,1.367722713
b3197,2.47458909,2.784198728,2.719905744,3.182553023,2.893085009,2.213346284,3.142848993,4.25488399
b4353,2.212490164,3.346735767,3.973951653,2.760845374,2.741459092,2.297251517,3.725041373,3.146173494
b4045,2.870180592,5.036836043,1.221174154,1.24130732,1.757412634,3.147229669,0.622186829,0.502236049
b1582,0.897262146,1.008744908,1.088426737,1.057321506,0.884472736,1.069819811,0.294604512,0.167635907
b0469,2.080777884,2.670527704,3.937183317,3.786346015,4.108515645,1.792228885,6.064783152,4.766132055
b0186,3.003359263,2.614146466,3.173462468,1.411216396,2.297334992,5.499598982,1.699523135,1.632509565
